run_id,prompt_language,task,prompt_condition,model,requested_model,resolved_model,temperature,top_p,max_output_tokens,seed,config_name,config_version,prompt_path,prompt_sha256,done,n_trials,parse_success_rate,invalid_response_count,source_path,adjusted_average_pumps,advantageous_choice_rate,average_earning_per_balloon,average_net_outcome,average_pumps,average_reward_per_trial,deck_A_rate,deck_B_rate,deck_C_rate,deck_D_rate,directed_exploration,exploration_rate,explosion_rate,horizon_effect,learning_curve_change,learning_slope,n_balloons,n_games,net_score,post_explosion_adjustment,post_loss_switching_rate,random_exploration_effect,switching_rate
en:horizon:role_human:20260718,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260718,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_role_human_seed-20260718.json,,,,,,52.97,,,,,0.55,0.06428571428571428,,-0.05,,,,40,,,,-0.2328735247694529,0.4013377926421405
en:horizon:role_human:20260719,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260719,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_role_human_seed-20260719.json,,,,,,53.74,,,,,0.4,0.09285714285714286,,-0.05,,,,40,,,,-1.3925473429707185,0.3712374581939799
en:horizon:role_human:20260720,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260720,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_role_human_seed-20260720.json,,,,,,50.55,,,,,0.45,0.08571428571428572,,-0.1,,,,40,,,,-1.3741415020443677,0.3979933110367893
en:horizon:role_human:20260721,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260721,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_role_human_seed-20260721.json,,,,,,55.26,,,,,0.55,0.1,,0.0,,,,40,,,,-0.6734721672705848,0.4080267558528428
en:horizon:role_human:20260722,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260722,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_role_human_seed-20260722.json,,,,,,51.986666666666665,,,,,0.55,0.14285714285714285,,0.0,,,,40,,,,0.7247631734440552,0.4280936454849498
en:horizon:role_human:20260723,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260723,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_role_human_seed-20260723.json,,,,,,51.07666666666667,,,,,0.6,0.10714285714285714,,0.1,,,,40,,,,0.9347961484508522,0.4280936454849498
en:horizon:role_human:20260724,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260724,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_role_human_seed-20260724.json,,,,,,49.653333333333336,,,,,0.5,0.09285714285714286,,-0.09999999999999999,,,,40,,,,-1.498990943896013,0.411371237458194
en:horizon:role_human:20260725,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260725,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_role_human_seed-20260725.json,,,,,,54.71333333333333,,,,,0.4,0.07857142857142857,,0.0,,,,40,,,,-0.11921682281332702,0.4280936454849498
en:horizon:role_human:20260726,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260726,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_role_human_seed-20260726.json,,,,,,51.346666666666664,,,,,0.4,0.12142857142857143,,0.0,,,,40,,,,0.4762423786453498,0.42474916387959866
en:horizon:role_human:20260727,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260727,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_role_human_seed-20260727.json,,,,,,50.163333333333334,,,,,0.5,0.07142857142857142,,0.1,,,,40,,,,-0.06579381944446383,0.40468227424749165
en:horizon:uncertainty_emphasis:20260708,en,horizon,uncertainty_emphasis,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260708,experiment_config_stage01,0.5,prompts/bandit/uncertainty_emphasis.md,ac93f76fbef89859b3b92af3576f47b8474fb95efde7be494eb622e3c0fc7830,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_uncertainty_emphasis_seed-20260708.json,,,,,,54.07333333333333,,,,,0.65,0.12857142857142856,,0.2,,,,40,,,,1.9294329970569146,0.46153846153846156
en:horizon:uncertainty_emphasis:20260709,en,horizon,uncertainty_emphasis,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260709,experiment_config_stage01,0.5,prompts/bandit/uncertainty_emphasis.md,ac93f76fbef89859b3b92af3576f47b8474fb95efde7be494eb622e3c0fc7830,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_uncertainty_emphasis_seed-20260709.json,,,,,,51.73,,,,,0.75,0.1357142857142857,,-0.05,,,,40,,,,0.3366004001219052,0.46488294314381273
en:horizon:uncertainty_emphasis:20260710,en,horizon,uncertainty_emphasis,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260710,experiment_config_stage01,0.5,prompts/bandit/uncertainty_emphasis.md,ac93f76fbef89859b3b92af3576f47b8474fb95efde7be494eb622e3c0fc7830,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_uncertainty_emphasis_seed-20260710.json,,,,,,52.876666666666665,,,,,0.55,0.1357142857142857,,-0.04999999999999999,,,,40,,,,2.695685410944163,0.46153846153846156
en:horizon:uncertainty_emphasis:20260711,en,horizon,uncertainty_emphasis,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260711,experiment_config_stage01,0.5,prompts/bandit/uncertainty_emphasis.md,ac93f76fbef89859b3b92af3576f47b8474fb95efde7be494eb622e3c0fc7830,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_uncertainty_emphasis_seed-20260711.json,,,,,,50.35333333333333,,,,,0.55,0.15714285714285714,,-0.15000000000000002,,,,40,,,,3.1969473930855554,0.46488294314381273
en:horizon:uncertainty_emphasis:20260712,en,horizon,uncertainty_emphasis,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260712,experiment_config_stage01,0.5,prompts/bandit/uncertainty_emphasis.md,ac93f76fbef89859b3b92af3576f47b8474fb95efde7be494eb622e3c0fc7830,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_uncertainty_emphasis_seed-20260712.json,,,,,,55.056666666666665,,,,,0.65,0.14285714285714285,,-0.05,,,,40,,,,1.175588324374767,0.4782608695652174
en:horizon:uncertainty_emphasis:20260713,en,horizon,uncertainty_emphasis,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260713,experiment_config_stage01,0.5,prompts/bandit/uncertainty_emphasis.md,ac93f76fbef89859b3b92af3576f47b8474fb95efde7be494eb622e3c0fc7830,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_uncertainty_emphasis_seed-20260713.json,,,,,,54.35333333333333,,,,,0.7,0.1357142857142857,,-0.05,,,,40,,,,3.083260694653246,0.47491638795986624
en:horizon:uncertainty_emphasis:20260714,en,horizon,uncertainty_emphasis,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260714,experiment_config_stage01,0.5,prompts/bandit/uncertainty_emphasis.md,ac93f76fbef89859b3b92af3576f47b8474fb95efde7be494eb622e3c0fc7830,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_uncertainty_emphasis_seed-20260714.json,,,,,,53.61666666666667,,,,,0.6,0.16428571428571428,,0.05,,,,40,,,,3.6476868074160786,0.47491638795986624
en:horizon:uncertainty_emphasis:20260715,en,horizon,uncertainty_emphasis,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260715,experiment_config_stage01,0.5,prompts/bandit/uncertainty_emphasis.md,ac93f76fbef89859b3b92af3576f47b8474fb95efde7be494eb622e3c0fc7830,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_uncertainty_emphasis_seed-20260715.json,,,,,,53.17,,,,,0.5,0.15714285714285714,,0.05,,,,40,,,,-0.2172689876020364,0.49498327759197325
en:horizon:uncertainty_emphasis:20260716,en,horizon,uncertainty_emphasis,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260716,experiment_config_stage01,0.5,prompts/bandit/uncertainty_emphasis.md,ac93f76fbef89859b3b92af3576f47b8474fb95efde7be494eb622e3c0fc7830,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_uncertainty_emphasis_seed-20260716.json,,,,,,53.02,,,,,0.75,0.15714285714285714,,0.2,,,,40,,,,3.362049655614129,0.4782608695652174
en:horizon:uncertainty_emphasis:20260717,en,horizon,uncertainty_emphasis,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260717,experiment_config_stage01,0.5,prompts/bandit/uncertainty_emphasis.md,ac93f76fbef89859b3b92af3576f47b8474fb95efde7be494eb622e3c0fc7830,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_uncertainty_emphasis_seed-20260717.json,,,,,,48.483333333333334,,,,,0.85,0.21428571428571427,,0.1,,,,40,,,,1.094526279031924,0.5284280936454849
en:horizon:uncertainty_emphasis:20260718,en,horizon,uncertainty_emphasis,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260718,experiment_config_stage01,0.5,prompts/bandit/uncertainty_emphasis.md,ac93f76fbef89859b3b92af3576f47b8474fb95efde7be494eb622e3c0fc7830,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_uncertainty_emphasis_seed-20260718.json,,,,,,52.483333333333334,,,,,0.75,0.15714285714285714,,-0.04999999999999999,,,,40,,,,-1.4105218006486728,0.46153846153846156
en:horizon:uncertainty_emphasis:20260719,en,horizon,uncertainty_emphasis,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260719,experiment_config_stage01,0.5,prompts/bandit/uncertainty_emphasis.md,ac93f76fbef89859b3b92af3576f47b8474fb95efde7be494eb622e3c0fc7830,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_uncertainty_emphasis_seed-20260719.json,,,,,,53.07333333333333,,,,,0.6,0.1357142857142857,,0.1,,,,40,,,,4.382269055350722,0.451505016722408
en:horizon:uncertainty_emphasis:20260720,en,horizon,uncertainty_emphasis,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260720,experiment_config_stage01,0.5,prompts/bandit/uncertainty_emphasis.md,ac93f76fbef89859b3b92af3576f47b8474fb95efde7be494eb622e3c0fc7830,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_uncertainty_emphasis_seed-20260720.json,,,,,,49.85666666666667,,,,,0.6,0.19285714285714287,,-0.1,,,,40,,,,1.2003582284220222,0.4782608695652174
en:horizon:uncertainty_emphasis:20260721,en,horizon,uncertainty_emphasis,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260721,experiment_config_stage01,0.5,prompts/bandit/uncertainty_emphasis.md,ac93f76fbef89859b3b92af3576f47b8474fb95efde7be494eb622e3c0fc7830,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_uncertainty_emphasis_seed-20260721.json,,,,,,54.733333333333334,,,,,0.85,0.15714285714285714,,-0.05000000000000002,,,,40,,,,2.641917799540944,0.43478260869565216
en:horizon:uncertainty_emphasis:20260722,en,horizon,uncertainty_emphasis,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260722,experiment_config_stage01,0.5,prompts/bandit/uncertainty_emphasis.md,ac93f76fbef89859b3b92af3576f47b8474fb95efde7be494eb622e3c0fc7830,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_uncertainty_emphasis_seed-20260722.json,,,,,,51.74666666666667,,,,,0.85,0.2,,-0.04999999999999999,,,,40,,,,0.27882828528995596,0.4682274247491639
en:horizon:uncertainty_emphasis:20260723,en,horizon,uncertainty_emphasis,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260723,experiment_config_stage01,0.5,prompts/bandit/uncertainty_emphasis.md,ac93f76fbef89859b3b92af3576f47b8474fb95efde7be494eb622e3c0fc7830,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_uncertainty_emphasis_seed-20260723.json,,,,,,50.73,,,,,0.8,0.18571428571428572,,0.2,,,,40,,,,1.486619265696988,0.5016722408026756
en:horizon:uncertainty_emphasis:20260724,en,horizon,uncertainty_emphasis,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260724,experiment_config_stage01,0.5,prompts/bandit/uncertainty_emphasis.md,ac93f76fbef89859b3b92af3576f47b8474fb95efde7be494eb622e3c0fc7830,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_uncertainty_emphasis_seed-20260724.json,,,,,,48.986666666666665,,,,,0.75,0.20714285714285716,,0.15,,,,40,,,,3.4449376013598756,0.4816053511705686
en:horizon:uncertainty_emphasis:20260725,en,horizon,uncertainty_emphasis,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260725,experiment_config_stage01,0.5,prompts/bandit/uncertainty_emphasis.md,ac93f76fbef89859b3b92af3576f47b8474fb95efde7be494eb622e3c0fc7830,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_uncertainty_emphasis_seed-20260725.json,,,,,,54.58,,,,,0.65,0.1357142857142857,,0.05,,,,40,,,,-0.04430876762553382,0.47491638795986624
en:horizon:uncertainty_emphasis:20260726,en,horizon,uncertainty_emphasis,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260726,experiment_config_stage01,0.5,prompts/bandit/uncertainty_emphasis.md,ac93f76fbef89859b3b92af3576f47b8474fb95efde7be494eb622e3c0fc7830,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_uncertainty_emphasis_seed-20260726.json,,,,,,50.906666666666666,,,,,0.7,0.1357142857142857,,0.2,,,,40,,,,1.8843443491948704,0.4983277591973244
en:horizon:uncertainty_emphasis:20260727,en,horizon,uncertainty_emphasis,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260727,experiment_config_stage01,0.5,prompts/bandit/uncertainty_emphasis.md,ac93f76fbef89859b3b92af3576f47b8474fb95efde7be494eb622e3c0fc7830,true,300,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\horizon_uncertainty_emphasis_seed-20260727.json,,,,,,49.47666666666667,,,,,0.65,0.15714285714285714,,0.15,,,,40,,,,4.2447026164979285,0.47157190635451507
en:igt:baseline:20260709,en,igt,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260709,experiment_config_stage01,0.5,prompts/igt/baseline.md,e09f035c448a21d6a0165f8a39d87056fa52af63a4f59e5deed833dd311859ce,true,100,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\igt_baseline_seed-20260709.json,,0.86,,21.0,,,0.04,0.1,0.3,0.56,,,,,24.0,4.8,,,72,,0.6956521739130435,,
en:igt:baseline:20260710,en,igt,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260710,experiment_config_stage01,0.5,prompts/igt/baseline.md,e09f035c448a21d6a0165f8a39d87056fa52af63a4f59e5deed833dd311859ce,true,100,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\igt_baseline_seed-20260710.json,,1.0,,25.0,,,0.0,0.0,0.4,0.6,,,,,0.0,0.0,,,100,,0.52,,
en:igt:baseline:20260711,en,igt,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260711,experiment_config_stage01,0.5,prompts/igt/baseline.md,e09f035c448a21d6a0165f8a39d87056fa52af63a4f59e5deed833dd311859ce,true,100,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\igt_baseline_seed-20260711.json,,0.88,,20.25,,,0.02,0.1,0.28,0.6,,,,,24.0,4.799999999999999,,,76,,0.6190476190476191,,
en:igt:baseline:20260712,en,igt,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260712,experiment_config_stage01,0.5,prompts/igt/baseline.md,e09f035c448a21d6a0165f8a39d87056fa52af63a4f59e5deed833dd311859ce,true,100,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\igt_baseline_seed-20260712.json,,1.0,,25.0,,,0.0,0.0,0.4,0.6,,,,,0.0,0.0,,,100,,0.44,,
en:igt:baseline:20260713,en,igt,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260713,experiment_config_stage01,0.5,prompts/igt/baseline.md,e09f035c448a21d6a0165f8a39d87056fa52af63a4f59e5deed833dd311859ce,true,100,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\igt_baseline_seed-20260713.json,,0.88,,20.25,,,0.02,0.1,0.28,0.6,,,,,24.0,4.799999999999999,,,76,,0.6666666666666666,,
en:igt:baseline:20260714,en,igt,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260714,experiment_config_stage01,0.5,prompts/igt/baseline.md,e09f035c448a21d6a0165f8a39d87056fa52af63a4f59e5deed833dd311859ce,true,100,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\igt_baseline_seed-20260714.json,,1.0,,25.0,,,0.0,0.0,0.4,0.6,,,,,0.0,0.0,,,100,,0.36,,
en:igt:baseline:20260715,en,igt,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260715,experiment_config_stage01,0.5,prompts/igt/baseline.md,e09f035c448a21d6a0165f8a39d87056fa52af63a4f59e5deed833dd311859ce,true,100,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\igt_baseline_seed-20260715.json,,1.0,,25.0,,,0.0,0.0,0.6,0.4,,,,,0.0,0.0,,,100,,0.24242424242424243,,
en:igt:baseline:20260716,en,igt,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260716,experiment_config_stage01,0.5,prompts/igt/baseline.md,e09f035c448a21d6a0165f8a39d87056fa52af63a4f59e5deed833dd311859ce,true,100,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\igt_baseline_seed-20260716.json,,0.98,,25.25,,,0.02,0.0,0.38,0.6,,,,,0.0,0.4,,,96,,0.6,,
en:igt:baseline:20260717,en,igt,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260717,experiment_config_stage01,0.5,prompts/igt/baseline.md,e09f035c448a21d6a0165f8a39d87056fa52af63a4f59e5deed833dd311859ce,true,100,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\igt_baseline_seed-20260717.json,,0.88,,20.25,,,0.02,0.1,0.28,0.6,,,,,24.0,4.799999999999999,,,76,,0.6666666666666666,,
en:igt:baseline:20260718,en,igt,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260718,experiment_config_stage01,0.5,prompts/igt/baseline.md,e09f035c448a21d6a0165f8a39d87056fa52af63a4f59e5deed833dd311859ce,true,100,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\igt_baseline_seed-20260718.json,,0.88,,20.25,,,0.02,0.1,0.28,0.6,,,,,24.0,4.799999999999999,,,76,,0.6666666666666666,,
en:igt:baseline:20260719,en,igt,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260719,experiment_config_stage01,0.5,prompts/igt/baseline.md,e09f035c448a21d6a0165f8a39d87056fa52af63a4f59e5deed833dd311859ce,true,100,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\igt_baseline_seed-20260719.json,,0.88,,20.25,,,0.02,0.1,0.28,0.6,,,,,24.0,4.799999999999999,,,76,,0.6666666666666666,,
en:igt:baseline:20260720,en,igt,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260720,experiment_config_stage01,0.5,prompts/igt/baseline.md,e09f035c448a21d6a0165f8a39d87056fa52af63a4f59e5deed833dd311859ce,true,100,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\igt_baseline_seed-20260720.json,,0.88,,22.0,,,0.02,0.1,0.3,0.58,,,,,24.0,4.799999999999999,,,76,,0.5454545454545454,,
en:igt:baseline:20260721,en,igt,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260721,experiment_config_stage01,0.5,prompts/igt/baseline.md,e09f035c448a21d6a0165f8a39d87056fa52af63a4f59e5deed833dd311859ce,true,100,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\igt_baseline_seed-20260721.json,,0.88,,20.25,,,0.02,0.1,0.28,0.6,,,,,24.0,4.799999999999999,,,76,,0.6666666666666666,,
en:igt:baseline:20260722,en,igt,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260722,experiment_config_stage01,0.5,prompts/igt/baseline.md,e09f035c448a21d6a0165f8a39d87056fa52af63a4f59e5deed833dd311859ce,true,100,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\igt_baseline_seed-20260722.json,,0.9,,20.0,,,0.0,0.1,0.5,0.4,,,,,2.0,2.2,,,80,,0.27586206896551724,,
en:igt:baseline:20260723,en,igt,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260723,experiment_config_stage01,0.5,prompts/igt/baseline.md,e09f035c448a21d6a0165f8a39d87056fa52af63a4f59e5deed833dd311859ce,true,100,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\igt_baseline_seed-20260723.json,,0.88,,20.25,,,0.02,0.1,0.28,0.6,,,,,24.0,4.799999999999999,,,76,,0.6666666666666666,,
en:igt:baseline:20260724,en,igt,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260724,experiment_config_stage01,0.5,prompts/igt/baseline.md,e09f035c448a21d6a0165f8a39d87056fa52af63a4f59e5deed833dd311859ce,true,100,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\igt_baseline_seed-20260724.json,,0.88,,20.25,,,0.02,0.1,0.28,0.6,,,,,24.0,4.799999999999999,,,76,,0.6190476190476191,,
en:igt:baseline:20260725,en,igt,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260725,experiment_config_stage01,0.5,prompts/igt/baseline.md,e09f035c448a21d6a0165f8a39d87056fa52af63a4f59e5deed833dd311859ce,true,100,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\igt_baseline_seed-20260725.json,,0.86,,19.75,,,0.04,0.1,0.26,0.6,,,,,22.0,5.0,,,72,,0.6190476190476191,,
en:igt:baseline:20260726,en,igt,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260726,experiment_config_stage01,0.5,prompts/igt/baseline.md,e09f035c448a21d6a0165f8a39d87056fa52af63a4f59e5deed833dd311859ce,true,100,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\igt_baseline_seed-20260726.json,,0.88,,20.25,,,0.02,0.1,0.28,0.6,,,,,24.0,4.799999999999999,,,76,,0.6190476190476191,,
en:igt:baseline:20260727,en,igt,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260727,experiment_config_stage01,0.5,prompts/igt/baseline.md,e09f035c448a21d6a0165f8a39d87056fa52af63a4f59e5deed833dd311859ce,true,100,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\igt_baseline_seed-20260727.json,,0.88,,20.25,,,0.02,0.1,0.28,0.6,,,,,24.0,4.799999999999999,,,76,,0.6190476190476191,,
en:igt:baseline:20260728,en,igt,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260728,experiment_config_stage01,0.5,prompts/igt/baseline.md,e09f035c448a21d6a0165f8a39d87056fa52af63a4f59e5deed833dd311859ce,true,100,1.0,0,E:\UoE\IPP\project\outputs\formal_v01\igt_baseline_seed-20260728.json,,0.88,,20.25,,,0.02,0.1,0.28,0.6,,,,,24.0,4.799999999999999,,,76,,0.6190476190476191,,
